0.312243	0.58034	1	1	0.287757	0.0196602	4.19994	1
0.812616	0.692064	7.1225	1.33983	0.206215	0.0665356	3.26623	1.18117
1.16874	0.759055	7.1225	1.33983	0.170711	0.106585	2.88875	1.23438
0.847895	0.321244	3.8674	2.64134	0.304349	0.167434	2.58881	1.69491
1.04127	0.453311	3.8674	2.64134	0.381807	0.163739	2.39079	1.91693
1.48348	0.520994	4.84872	1.71041	0.387777	0.153129	2.18712	1.88003
1.72591	0.606514	4.84872	1.71041	0.39468	0.141772	2.02915	1.85184
2.0158	0.639561	4.94111	1.35562	0.395823	0.133137	1.90023	1.79266
2.26286	0.707342	4.94111	1.35562	0.39817	0.129719	1.79354	1.74407
2.64516	0.703604	5.17536	0.846472	0.389001	0.126369	1.70152	1.6722
2.90392	0.745928	5.17536	0.846472	0.381398	0.126579	1.62234	1.61024
3.28403	0.662982	5.3197	0.230687	0.368608	0.121748	1.55372	1.54203
3.55002	0.674517	5.3197	0.230687	0.357188	0.117647	1.49322	1.48175
3.87716	0.671864	5.43804	0.147126	0.34523	0.113756	1.44049	1.42786
4.14906	0.67922	5.43804	0.147126	0.334284	0.110244	1.39321	1.37948
4.42745	0.677645	5.32054	0.0936299	0.324115	0.106887	1.34943	1.33602
4.69347	0.682326	5.32054	0.0936299	0.314784	0.103763	1.3096	1.29663
4.96102	0.668808	5.11791	0.00977721	0.306162	0.100873	1.27277	1.26162
5.21692	0.669296	5.11791	0.00977721	0.298262	0.098349	1.23888	1.22983
5.46851	0.669125	5.27099	0.0274593	0.291036	0.0962998	1.20775	1.2007
5.73206	0.670498	5.27099	0.0274593	0.284287	0.094815	1.17889	1.17419
5.97447	0.574888	5.10726	-0.241	0.278171	0.0996889	1.15183	1.15555
6.22983	0.562838	5.10726	-0.241	0.272493	0.106563	1.12654	1.13925
6.48869	0.637051	5.07288	-0.0255095	0.267165	0.109039	1.10291	1.12019
6.74234	0.635775	5.07288	-0.0255095	0.262205	0.112881	1.0807	1.10316
7.00123	0.626026	4.89479	-0.0619847	0.257517	0.118769	1.06069	1.08889
7.24597	0.622926	4.89479	-0.0619847	0.253231	0.126269	1.04175	1.07652
7.58257	0.668042	5.21765	0.0570079	0.248669	0.13199	1.02319	1.06334
7.84345	0.670893	5.21765	0.0570079	0.244344	0.139115	1.00563	1.05191
8.10287	0.726769	5.00559	0.161418	0.24024	0.144307	0.988844	1.04003
8.35315	0.73484	5.00559	0.161418	0.236333	0.150804	0.97285	1.02978
8.61715	0.943132	5.25676	0.61783	0.232622	0.149862	0.958126	1.01451
8.87999	0.974024	5.25676	0.61783	0.229103	0.149318	0.944169	1.00039
9.20919	1.02909	5.27371	0.656312	0.226347	0.14861	0.931059	0.987077
9.47288	1.06191	5.27371	0.656312	0.22388	0.14838	0.918641	0.974931
9.76573	1.20182	5.27555	0.870128	0.22222	0.146575	0.906901	0.961985
10.0295	1.24533	5.27555	0.870128	0.220909	0.144986	0.895799	0.949995
10.2778	1.39061	5.00619	1.04225	0.219642	0.143104	0.883953	0.937799
10.5281	1.44272	5.00619	1.04225	0.218476	0.141268	0.872591	0.926417
10.7548	1.53769	4.74044	1.0927	0.216991	0.139637	0.862136	0.915552
10.9918	1.59232	4.74044	1.0927	0.215422	0.137988	0.851959	0.905566
11.2753	1.59096	4.91498	1.00029	0.214594	0.13652	0.841769	0.897554
11.521	1.64098	4.91498	1.00029	0.213842	0.135355	0.831967	0.890703
11.7336	1.65593	4.83701	0.933803	0.212597	0.135324	0.822458	0.886156
11.9755	1.70262	4.83701	0.933803	0.211414	0.136158	0.813282	0.882983
12.223	1.85642	4.98181	1.14667	0.210401	0.135474	0.804966	0.877597
12.4721	1.91376	4.98181	1.14667	0.209608	0.135382	0.797105	0.873468
12.7219	1.92927	5.08749	1.09068	0.209078	0.137271	0.790612	0.871673
12.9762	1.9838	5.08749	1.09068	0.208935	0.140423	0.784682	0.871319
13.2321	2.19451	5.17356	1.37352	0.209261	0.140353	0.780417	0.867349
13.4908	2.26318	5.17356	1.37352	0.210183	0.141015	0.776818	0.864641
13.5827	2.54387	4.65303	1.6871	0.208757	0.139654	0.769408	0.858828
13.8154	2.62822	4.65303	1.6871	0.207432	0.138364	0.76232	0.854034
14.0215	2.72097	4.59605	1.69791	0.205959	0.137203	0.755389	0.850198
14.2513	2.80586	4.59605	1.69791	0.204593	0.136335	0.748799	0.847527
14.5121	2.89381	4.79178	1.7349	0.203713	0.135899	0.744026	0.845512
14.7517	2.98055	4.79178	1.7349	0.20315	0.13611	0.739883	0.844756
14.9461	3.28741	4.76157	2.09746	0.202317	0.134992	0.736084	0.840159
15.1842	3.39228	4.76157	2.09746	0.201841	0.133843	0.733002	0.836537
15.3759	3.63316	4.50207	2.26342	0.201125	0.133447	0.728037	0.832035
15.601	3.74633	4.50207	2.26342	0.200658	0.132751	0.723651	0.828458
15.8225	3.75448	4.47118	2.09344	0.200444	0.131861	0.719626	0.828318
16.046	3.85915	4.47118	2.09344	0.200575	0.131393	0.716297	0.829414
16.2441	4.00829	4.25351	2.11338	0.20069	0.130963	0.711741	0.831424
16.4567	4.11396	4.25351	2.11338	0.201083	0.131271	0.707786	0.83472
16.6754	4.27712	4.28031	2.2046	0.201936	0.131495	0.704789	0.837585
16.8894	4.38735	4.28031	2.2046	0.203247	0.132723	0.702617	0.841713
17.0227	4.61261	3.84916	2.28422	0.203574	0.132808	0.697777	0.845569
17.2152	4.72682	3.84916	2.28422	0.204068	0.133894	0.693382	0.850657
17.4026	4.79724	3.81815	2.21281	0.204705	0.137587	0.689346	0.858459
17.5935	4.90788	3.81815	2.21281	0.205616	0.143249	0.685947	0.867483
17.7674	4.95755	3.72704	2.10452	0.206566	0.153691	0.682546	0.880227
17.9538	5.06278	3.72704	2.10452	0.207856	0.166685	0.679904	0.894086
18.0723	5.36011	3.50137	2.33864	0.208365	0.174052	0.676254	0.903577
18.2474	5.47704	3.50137	2.33864	0.209141	0.183618	0.673292	0.914128
18.3578	5.85827	3.40926	2.71112	0.209254	0.186726	0.670372	0.918356
18.5283	5.99382	3.40926	2.71112	0.209675	0.19129	0.668294	0.92354
18.6294	6.31588	3.21979	2.93599	0.209513	0.192826	0.665455	0.925908
18.7904	6.46268	3.21979	2.93599	0.209628	0.195465	0.66347	0.929124
18.9205	6.75072	3.20143	3.14078	0.209685	0.19643	0.66231	0.930123
19.0806	6.90776	3.20143	3.14078	0.210153	0.198296	0.662312	0.931868
19.1301	7.12445	2.85419	3.1411	0.209707	0.200004	0.659866	0.934336
19.2728	7.28151	2.85419	3.1411	0.209514	0.202806	0.658355	0.937509
19.3956	7.48951	2.82257	3.20816	0.209422	0.205693	0.657616	0.94035
19.5367	7.64992	2.82257	3.20816	0.209727	0.209813	0.65813	0.943824
19.594	7.90301	2.71488	3.33774	0.209486	0.213046	0.658642	0.946016
19.7298	8.0699	2.71488	3.33774	0.209677	0.217459	0.660593	0.948756
19.8226	8.24688	2.51182	3.28203	0.20987	0.2229	0.661297	0.952827
19.9482	8.41098	2.51182	3.28203	0.210567	0.229788	0.663479	0.957373
19.9699	8.75445	2.22201	3.44416	0.21051	0.233563	0.663425	0.960004
20.081	8.92666	2.22201	3.44416	0.210871	0.238538	0.664754	0.963029
20.0823	9.22413	1.90384	3.51765	0.210497	0.24191	0.66384	0.965414
20.1775	9.40001	1.90384	3.51765	0.210437	0.24641	0.66417	0.968115
20.084	10.0116	1.67455	4.0921	0.209387	0.245505	0.663375	0.965224
20.1677	10.2162	1.67455	4.0921	0.208469	0.244832	0.663842	0.962548
20.156	10.466	1.3523	4.02762	0.207401	0.244091	0.662396	0.960567
20.2236	10.6674	1.3523	4.02762	0.206411	0.243649	0.66207	0.958761
20.1314	11.1763	1.08575	4.38224	0.20547	0.242512	0.660525	0.954823
20.1857	11.3954	1.08575	4.38224	0.20447	0.241338	0.660062	0.950998
20.0703	11.686	0.522923	4.23705	0.204208	0.240336	0.656989	0.94806
20.0964	11.8978	0.522923	4.23705	0.203852	0.239245	0.654421	0.9452
